Name / Description,Rating,Src / Author
"[tut_desc name=""Where is Poppy"" desc=""Project based tutorial series explaining the steps required to make a simple mod in Goldsrc"" link=""http://www.sourcemodding.com/tutorials/goldsrc/projects/where-is-poppy/ "" home=1 /]","[kkratings id=""260400""]","[author name=""sourcemodding"" img=""http://s5.postimg.org/qqsf4fpqb/sourcemodding_author.png""]"
