Name / Description,Engine,Src / Author,Column 05
"[title_desc name=""Goldsrc Asset loaders "" desc=""Collection of loaders for game engine asset types. Currently supported: Half-Life BSP, MDL and SPR. (requires compilation) "" home_link=""https://github.com/wtrsltnk/game-assets"" /]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!pZQGXIqA!XkQLpqZl97mOYljgHRsoOg"" /]"
