Name / Description,Src / Author
"[tut_desc name=""Where is Poppy"" desc=""Project based tutorial series explaining the steps required to make a simple mod in Goldsrc"" link=""http://www.sourcemodding.com/tutorials/goldsrc/projects/where-is-poppy/ "" /]","[author name=""sourcemodding"" alt=""sourcemodding"" img=""https://s5.postimg.cc/qqsf4fpqb/sourcemodding_author.png""]"
